publication_date;doi;bar;pie;hist;bardot;box;dot;violin;approp;flowno;flowyes;sciscore;ethics_label;ethics_title1;ethics_value1;ethics_title2;ethics_value2;ethics_title3;ethics_value3;label2;value2;label3;value3;label4;value4;label5;value5;label6;value6;label7;value7;label8;value8;limitations;jet_pages;trial_n_detected;is_modeling_paper;is_open_data;is_open_code;coi_statement;funding_statement;registration_statement;limitations_detected;has_jet_pages;randomization_detected;randomization_required;blinding_detected;blinding_required;ethics_statement_detected;ethics_statement_required;power_analysis_detected;power_analysis_required;sex_variable_detected;sex_variable_required;inclusion_criteria_detected;inclusion_criteria_required;attrition_detected;attrition_required;subject_demographics_detected;subject_demographics_required;cla_detected;cla_required;ethics_titles;has_consent;has_IRB;has_IRB_or_consent;is_animal_study;has_IRB_only
2022-04-27;10.1101/2022.04.25.22274291;0;0;0;0;0;0;0;0;0;0;5;Ethics;Field Sample Permit;The next step after data collection was to clean the data in Microsoft Excel® software and then perform a more rigorous analysis in JoinPoint software, version 4.9.0.0 (Surveillance Research, National Cancer Institute, USA), provided by the National Cancer Institute of the United States (http://surveillance.cancer.gov/joinpoint/) with free access and open to all public.;IRB;The information obtained for the construction of the study is of secondary character and was obtained through databases that have public domain, so it was not necessary to use personal data, and thus not requiring the appreciation of the Research Ethics Committee.;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;Field Sample Permit,IRB,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-03;10.1101/2022.06.01.494451;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-06;10.1101/2022.06.04.22275993;0;0;0;0;0;0;0;0;0;0;0;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notrequired.;Blinding;notrequired.;Power Analysis;notrequired.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-19;10.1101/2022.05.17.22275188;0;0;0;0;0;0;0;0;0;0;2;Ethics;IRB;Approval for this study was obtained from the Clinical Research Ethics Committee (02.06.2021, Decision no: 2021-10/14).;Field Sample Permit;This study was approved by the Turkish Ministry of Health Scientific studies council (2021-03-21T18_47_42).;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;IRB,Field Sample Permit,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-20;10.1101/2022.04.14.22273903;0;0;0;0;0;0;0;0;0;0;1;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;To answer question 2 (mortality comparisons by year), we included studies that analysed data on deaths compared to a pre-exposure period that permitted estimated excess mortality.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-28;10.1101/2022.06.27.497248;0;0;0;0;0;0;0;0;0;0;0;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notrequired.;Blinding;notrequired.;Power Analysis;notrequired.;12;0;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-18;10.1101/2022.04.18.22273967;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-10;10.1101/2022.05.09.491201;0;0;0;0;0;0;0;0;0;0;5;Ethics;Consent;Enrollment of COVID-19 vaccinees and human sample collection: This work results from a collaboration with the Azienda Ospedaliera Universitaria Senese, Siena (IT) that provided samples from COVID-19 vaccinated donors, of both sexes, who gave their written consent.;IRB;The study was approved by the Comitato Etico di Area Vasta Sud Est (CEAVSE) ethics committees;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;Enrollment of COVID-19 vaccinees and human sample collection: This work results from a collaboration with the Azienda Ospedaliera Universitaria Senese, Siena (IT) that provided samples from COVID-19 vaccinated donors, of both sexes, who gave their written consent.;Subject Demographics;notdetected.;Randomization;This study was unblinded and not randomized.;Blinding;notdetected.;Power Analysis;No statistical methods were used to predetermine sample size.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;Consent,IRB,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-05-29;10.1101/2022.05.27.22275037;0;0;0;0;0;0;0;0;0;0;2;Ethics;Euthanasia Agents;Time-dependent confounders included heart rate, pulse oximetry percentage, respiratory rate, temperature, blood pressure (systolic and diastolic), BUN-creatinine ratio, creatinine, neutrophils, lymphocytes, platelets, bilirubin, blood glucose, D-dimers, C-reactive protein, activated partial thromboplastin time, prothrombin time, arterial partial pressure of oxygen, and arterial partial pressure of carbon dioxide, and level of supplemental oxygen support.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;2.1.1 Population: Inclusion criteria is all adult patients with COVID-19 who were admitted to New-York-Presbyterian Hospital (NYPH)/Weill Cornell, Lower Manhattan Hospital, or NYPH Queens.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;The estimand principle is advocated by the Food and Drug Administration for the analysis of randomized trials(23), and we argue that it should also be followed by studies that seek to establish causal relations by analyzing observational data.;Blinding;notdetected.;Power Analysis;notdetected.;7;0;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;Euthanasia Agents,NA,NA;FALSE;FALSE;FALSE;TRUE;FALSE
2022-06-14;10.1101/2022.06.11.22276272;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Samples from individuals who had a COVID-19 infection prior to one of the blood collections were excluded.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;10;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-07;10.1101/2022.05.22.22275423;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;In our research, public information campaigns metric was excluded as the difficulty of accessing information from non-English-speaking countries such as South Korea and Japan.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-29;10.1101/2022.04.29.490044;0;0;0;0;0;0;0;0;0;0;0;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notrequired.;Blinding;notrequired.;Power Analysis;notrequired.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-16;10.1101/2022.05.13.491916;0;0;0;0;0;0;0;0;0;0;5;Ethics;Euthanasia Agents;At different time-points post-infection (pi), 10 animals were euthanized by intraperitoneal (IP) injection of 100 μL Dolethal (200 mg/mL sodium pentobarbital, Vétoquinol SA) for collection of lung tissues.;IRB;Ethics: Housing conditions and experimental procedures were approved by the ethics committee of animal experimentation of KU Leuven (license P001/2021).;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;SARS-CoV-2 infection of SCID mice: In brief, 7-9 weeks old male severe combined immune deficient (SCID) mice were purchased from Janvier Laboratories.;Subject Demographics;SARS-CoV-2 infection of SCID mice: In brief, 7-9 weeks old male severe combined immune deficient (SCID) mice were purchased from Janvier Laboratories.;Randomization;notdetected.;Blinding;Tissue sections (5 μm) were analyzed after staining with hematoxylin and eosin and scored blindly for lung damage by an expert pathologist.;Power Analysis;notdetected.;5;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;Euthanasia Agents,IRB,NA;FALSE;FALSE;FALSE;TRUE;FALSE
2022-05-30;10.1101/2022.05.27.493795;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-16;10.1101/2022.04.07.22273549;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;For further analysis, 7 studies [1–7] were excluded because the information on inoculated doses was unavailable.;Attrition;Their study used a Delta model (i.e., the first model in Table S3) and fitted it to available SARS-CoV-1 data based on mouse experiments.;Sex as a biological variable;notdetected.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-02;10.1101/2022.06.01.22275778;0;0;0;0;0;0;0;0;0;0;3;Ethics;Consent;Written parental consent was obtained from all student participants.;IRB;The study was approved by the Joint Chinese University of Hong Kong – New Territories East Cluster Clinical Research Ethics Committee (Ref. no: 2018.497).;NA;NA;Inclusion and Exclusion Criteria;Participants: The inclusion criteria were students aged 6-17 years from any mainstream primary school and secondary school in Hong Kong, where school enrollment in this age group is universal (14).;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;Participants: The inclusion criteria were students aged 6-17 years from any mainstream primary school and secondary school in Hong Kong, where school enrollment in this age group is universal (14).;Randomization;The study adopted a two-stage random sampling method.;Blinding;notdetected.;Power Analysis;notdetected.;6;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;NA;NA;Consent,IRB,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-04-28;10.1101/2022.04.28.489834;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notdetected.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;Immunization of mice with RBD mRNA-LNPs: Male C57BL/6J mice (aged 4–5 weeks) were purchased from the Jackson Laboratory and housed according to the regulatory standards of the University of California, San Diego.;Subject Demographics;Immunization of mice with RBD mRNA-LNPs: Male C57BL/6J mice (aged 4–5 weeks) were purchased from the Jackson Laboratory and housed according to the regulatory standards of the University of California, San Diego.;Randomization;Mice were randomly allocated to experimental groups.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-05;10.1101/2022.04.04.22273429;0;0;0;0;0;0;0;0;0;0;5;Ethics;Field Sample Permit;11 Study isolates are collected in viral transport media and frozen following collection.;IRB;The study was approved by both the BU Charles River Campus Institutional Review Board and the BU Medical Campus Institutional Review Board.;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;Fully vaccinated individuals had completed an initial vaccine series with either a single vector or two mRNA vaccines listed for emergency use by the World Health Organization (WHO), with the exception of one participant who received a non-WHO listed vaccine and was subsequently boosted with an mRNA vaccine.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;NA;NA;Field Sample Permit,IRB,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-16;10.1101/2022.05.15.22273945;0;0;0;0;0;0;0;0;0;0;5;Ethics;Consent;The persons who were 18 years and above age and who gave informed oral consent will be included in the study.;IRB;Ethical clearance was obtained from Institutional Ethics committee.;NA;NA;Inclusion and Exclusion Criteria;The persons who were not able co-operate, not willing to participate, pregnant women, administered with other Covid vaccines were excluded from the study.;Attrition;notdetected.;Sex as a biological variable;The persons who were not able co-operate, not willing to participate, pregnant women, administered with other Covid vaccines were excluded from the study.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;2;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;Consent,IRB,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-04-05;10.1101/2022.04.04.22273361;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;We model this relatedness by generating SIR parameters of successive variants from an uncorrelated, unbiased random walk:Here, ηβ and ηγ are stochastic variables drawn from a Gaussian distribution with mean 0 and standard deviations σβ and σγ respectively (in most simulations, σβ/γ = 0.1).;Blinding;notdetected.;Power Analysis;notdetected.;16;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-05;10.1101/2022.05.05.22274721;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Exclusion criteria: Participants had to be alive at the start of each time-period, i.e., a participant alive at the start of time-period 1 would be included in the first analysis, but if they died before the start of time-period 2, they would not be included in subsequent analyses.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;The latter is a negative control outcome, where if selection were random, there should be no difference in risk factor estimates between tested (true) negative participants and untested (assumed) negative participants.;Blinding;notdetected.;Power Analysis;notdetected.;11;0;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-04;10.1101/2022.03.28.22272975;0;0;0;0;0;0;0;0;0;0;3;Ethics;Consent;All study subjects gave written informed consent prior to inclusion in the study.;IRB;The study was approved by the Clinical Ethics Committee of the Flinders Medical Centre using de-identified diagnostic sera (approval number 39.034);NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;Human subjects: Diagnostic serum specimens were obtained from five patients with VITT (mean age 65 years (range 49–88)) whose clinical and serological findings are summarised in Table 1.;Sex as a biological variable;notdetected.;Subject Demographics;Human subjects: Diagnostic serum specimens were obtained from five patients with VITT (mean age 65 years (range 49–88)) whose clinical and serological findings are summarised in Table 1.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;NA;NA;Consent,IRB,NA;TRUE;FALSE;TRUE;FALSE;FALSE
2022-04-18;10.1101/2022.04.14.22273858;0;0;0;0;0;0;0;0;0;0;6;Ethics;Field Sample Permit;Starting from a precompiled list of 18 references based on our primary research on the effects of non-pharmaceutical interventions, we created and repeatedly extended a collection of synonyms for each of the above components, thereby achieving a broad search while keeping the number of selected studies manageable.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;In contrast, we excluded analyses assessing the effects of non-pharmaceutical interventions solely on other outcomes not directly related to infectious diseases (e. g. psychological well-being or economic activities).;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;During the first round, two authors (AL and NB) extracted data from an initial set of 20 publications, blinded to each other’s coding.;Power Analysis;notdetected.;0;0;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;Field Sample Permit,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-21;10.1101/2022.05.20.22275313;0;0;0;0;0;0;0;0;0;0;5;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Eligibility criteria: We included peer-reviewed publications of case-control and cohort studies.;Attrition;notrequired.;Sex as a biological variable;We included studies of the babies of pregnant women with a diagnosis of SARS-CoV-2 during pregnancy.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;8;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-19;10.1101/2022.04.18.488682;0;0;0;0;0;0;0;0;0;0;3;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-04-18;10.1101/2022.04.14.22273860;0;0;0;0;0;0;0;0;0;0;4;Ethics;IRB;Ethics statement: This study was approved by the Research Ethics Review Committee (Ethics Approval Number: YJ-2020-S080-02) of the Shanghai Public Health Clinical Center Affiliated to Fudan University.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Patients with identified comorbidities were excluded from this study.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;10;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;IRB,NA,NA;FALSE;FALSE;FALSE;FALSE;TRUE
2022-04-20;10.1101/2022.04.20.485440;0;0;0;0;0;0;0;0;0;0;3;Ethics;IRB;Ethics: The animal experiments were evaluated and approved by the ethics committee of the State Office of Agriculture, Food safety, and Fishery in Mecklenburg–Western Pomerania (LALLF M-V: LVL MV/TSD/7221.3-1-055/20) and the State Office for Occupational Safety, Consumer Protection and Health in Brandenburg (LAVG: 2347-5-2021).;Euthanasia Agents;The animals were infected under short-term isoflurane inhalation anesthesia with 25 μl of either 104.4 TCID50 SARS-CoV-2 lineage B.;NA;NA;Inclusion and Exclusion Criteria;notdetected.;Attrition;notdetected.;Sex as a biological variable;notdetected.;Subject Demographics;notdetected.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;NA;NA;IRB,Euthanasia Agents,NA;FALSE;FALSE;FALSE;TRUE;FALSE
2022-06-03;10.1101/2022.06.02.22275934;0;0;0;0;0;0;0;0;0;0;0;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;notrequired.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notrequired.;Blinding;notrequired.;Power Analysis;notrequired.;0;0;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-06-30;10.1101/2022.06.29.22277065;0;0;0;0;0;0;0;0;0;0;2;Ethics;NA;notdetected.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Data from Canada exclude deaths in the Yukon (<0.1% of Canada’s population).;Attrition;notrequired.;Sex as a biological variable;notdetected.;Subject Demographics;In this period, the gap between the U.S. and other wealthy countries widened, particularly among non-elderly adults (15-64 years).;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;14;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
2022-05-19;10.1101/2022.05.15.22275071;0;0;0;0;0;0;0;0;0;0;4;Ethics;NA;notrequired.;NA;NA;NA;NA;Inclusion and Exclusion Criteria;Other vaccine brands were excluded because we tried to focus more on the brands adopted in the vaccination process.;Attrition;notrequired.;Sex as a biological variable;notrequired.;Subject Demographics;notrequired.;Randomization;notdetected.;Blinding;notdetected.;Power Analysis;notdetected.;7;0;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA,NA,NA;FALSE;FALSE;FALSE;FALSE;FALSE
