"pmcid";"pmid";"doi";"file_path_PMC";"pdf_file_path_PMC";"year";"type";"ISSN";"eISSN";"FoR_col";"FoR";"FoR_category";"approp";"bar";"bardot";"box";"dot";"flowno";"flowyes";"hist";"other";"pie";"text";"violin";"pdf_downloaded"
"PMC4488818";"26083117";"10.3390/nu7064829";"oa_package/fd/9d/PMC4488818.tar.gz";NA;"2015";"research-article";NA;"2072-6643";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"7";"0";"0";"0";"1";"0";"0";"0";"0";"14";"0";TRUE
"PMC6867973";"31798529";"10.3389/fendo.2019.00724";"oa_package/7e/b3/PMC6867973.tar.gz";NA;"2019";"research-article";NA;"1664-2392";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"2";"0";"1";"0";"0";"4";"0";"9";"0";TRUE
"PMC4593822";"26185332";"10.1152/ajpgi.00172.2015";"oa_package/85/42/PMC4593822.tar.gz";NA;"2015";"research-article";"0193-1857";"1522-1547";"FoR_1";"0606";"0606 - Physiology";"0";"1";"0";"0";"8";"1";"0";"0";"1";"0";"3";"0";TRUE
"PMC4570043";"26374625";"10.1186/s13063-015-0925-5";"oa_package/b4/6b/PMC4570043.tar.gz";NA;"2015";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC4598214";"26491371";"10.2147/CCIDE.S93066";"oa_package/21/e9/PMC4598214.tar.gz";"oa_pdf/21/e9/ccide-7-107.PMC4598214.pdf";"2015";"research-article";NA;"1179-1357";"FoR_1";"1105";"1105 - Dentistry";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"5";"0";TRUE
"PMC6252207";"30534565";"10.1155/2018/7918091";"oa_package/d8/9d/PMC6252207.tar.gz";NA;"2018";"research-article";"2314-6133";"2314-6141";"FoR_1";"0600";"0600 - Biological Sciences";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC6945450";"31910803";"10.1186/s12887-019-1904-x";"oa_package/df/da/PMC6945450.tar.gz";NA;"2020";"research-article";NA;"1471-2431";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC7050911";"30590053";"10.1016/j.celrep.2018.12.009";"oa_package/6b/c6/PMC7050911.tar.gz";"oa_pdf/6b/c6/nihms-1517598.PMC7050911.pdf";"2018";"research-article";NA;"2211-1247";"FoR_2";"1116";"1116 - Medical Physiology";"0";"2";"0";"0";"0";"3";"0";"3";"0";"0";"30";"0";TRUE
"PMC5501634";"28721018";"10.2147/DDDT.S136792";"oa_package/f9/8a/PMC5501634.tar.gz";"oa_pdf/f9/8a/dddt-11-1989.PMC5501634.pdf";"2017";"research-article";NA;"1177-8881";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"10";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC3709085";"23719722";"10.1007/s40263-013-0076-8";"oa_package/b2/d3/PMC3709085.tar.gz";"oa_pdf/b2/d3/40263_2013_Article_76.PMC3709085.pdf";"2013";"research-article";"1172-7047";"1179-1934";"FoR_2";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC5026258";"27413049";"10.1093/molbev/msw139";"oa_package/58/0e/PMC5026258.tar.gz";NA;"2016";"research-article";"0737-4038";"1537-1719";"FoR_3";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"11";"0";TRUE
"PMC4598380";"26464603";"10.2174/1874210601509010330";"oa_package/98/05/PMC4598380.tar.gz";"oa_pdf/98/05/TODENTJ-9-330.PMC4598380.pdf";"2015";"research-article";NA;"1874-2106";"FoR_1";"1105";"1105 - Dentistry";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"4";"0";TRUE
"PMC3655662";"23738061";"10.1155/2013/548591";"oa_package/7b/ec/PMC3655662.tar.gz";NA;"2013";"research-article";"2090-1429";"2090-1437";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC5996872";"30592593";"10.1117/1.JBO.20.11.111215";"oa_package/51/92/PMC5996872.tar.gz";NA;"2015";"research-article";"1083-3668";"1560-2281";"FoR_1";"1113";"1113 - Ophthalmology and Optometry";"1";"0";"0";"0";"0";"1";"0";"0";"3";"0";"4";"0";TRUE
"PMC6111822";"29851214";"10.1111/jcmm.13686";"oa_package/21/5b/PMC6111822.tar.gz";NA;"2018";"research-article";"1582-1838";"1582-4934";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC5721694";"29216841";"10.1186/s12875-017-0667-4";"oa_package/91/27/PMC5721694.tar.gz";NA;"2017";"research-article";NA;"1471-2296";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"10";"0";TRUE
"PMC6245827";"30453960";"10.1186/s12913-018-3695-4";"oa_package/95/de/PMC6245827.tar.gz";NA;"2018";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC4053329";"24919117";"10.1371/journal.pone.0099003";"oa_package/98/29/PMC4053329.tar.gz";NA;"2014";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"1";"0";"0";"0";"1";"0";"0";"4";"0";"5";"0";TRUE
"PMC5073885";"27785156";"10.1186/s13148-016-0277-3";"oa_package/94/e3/PMC5073885.tar.gz";NA;"2016";"research-article";"1868-7075";"1868-7083";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"9";"0";TRUE
"PMC7528430";"33042129";"10.3389/fimmu.2020.02169";"oa_package/ca/3d/PMC7528430.tar.gz";NA;"2020";"research-article";NA;"1664-3224";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"17";"0";TRUE
"PMC5874551";"29370145";"10.3390/pharmacy6010012";"oa_package/e6/c0/PMC5874551.tar.gz";NA;"2018";"research-article";NA;"2226-4787";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC2842941";"20010822";"10.1038/nn.2454";"oa_package/ce/50/PMC2842941.tar.gz";NA;"2010";"research-article";"1097-6256";"1546-1726";"FoR_1";"1109";"1109 - Neurosciences";"0";"3";"0";"0";"0";"4";"0";"0";"0";"0";"15";"0";TRUE
"PMC7582826";"32987835";"10.3390/ijms21197037";"oa_package/dd/e5/PMC7582826.tar.gz";NA;"2020";"research-article";NA;"1422-0067";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"1";"5";"0";"11";"0";TRUE
"PMC3766642";"24007312";"10.1186/1471-2318-13-90";"oa_package/94/c2/PMC3766642.tar.gz";NA;"2013";"research-article";NA;"1471-2318";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"7";"0";TRUE
"PMC3982210";"24705740";"10.1007/s10482-014-0153-0";"oa_package/ad/9f/PMC3982210.tar.gz";NA;"2014";"research-article";"0003-6072";"1572-9699";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"1";"0";"0";"0";"1";"0";"0";"2";"0";"6";"0";TRUE
"PMC3125752";"21572105";"10.1093/nar/gkr318";"oa_package/2c/e0/PMC3125752.tar.gz";"oa_pdf/2c/e0/gkr318.PMC3125752.pdf";"2011";"research-article";"0305-1048";"1362-4962";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2";"0";TRUE
"PMC3958865";"24531138";"10.3390/ijms15022517";"oa_package/b6/8a/PMC3958865.tar.gz";NA;"2014";"research-article";NA;"1422-0067";"FoR_1";"0604";"0604 - Genetics";"0";"1";"0";"0";"0";"1";"0";"0";"3";"0";"16";"0";TRUE
"PMC7683650";"33230180";"10.1038/s41598-020-77524-x";"oa_package/92/85/PMC7683650.tar.gz";NA;"2020";"research-article";NA;"2045-2322";"FoR_1";"MD";"MD - Multidisciplinary";"2";"0";"0";"0";"0";"1";"0";"0";"5";"0";"4";"0";TRUE
"PMC3435665";"22973260";"10.3389/fendo.2012.00112";"oa_package/1c/e8/PMC3435665.tar.gz";NA;"2012";"research-article";NA;"1664-2392";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"0";TRUE
"PMC4748506";"26904699";"10.1177/2324709615603199";"oa_package/e1/72/PMC4748506.tar.gz";NA;"2015";"research-article";NA;"2324-7096";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC2889826";"20582310";"10.1371/journal.pntd.0000722";"oa_package/59/f7/PMC2889826.tar.gz";NA;"2010";"research-article";"1935-2727";"1935-2735";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"7";"0";TRUE
"PMC4408283";"25795646";"10.1212/WNL.0000000000001462";"oa_package/43/65/PMC4408283.tar.gz";NA;"2015";"research-article";"0028-3878";"1526-632X";"FoR_1";"1109";"1109 - Neurosciences";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC3158281";"21765407";"10.1038/nchembio.614";"oa_package/0f/33/PMC3158281.tar.gz";NA;"2011";"research-article";"1552-4450";"1552-4469";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"1";"0";"0";"0";"1";"0";"0";"5";"0";"10";"0";TRUE
"PMC4366042";"25834399";"10.2147/DDDT.S75976";"oa_package/b9/b2/PMC4366042.tar.gz";"oa_pdf/b9/b2/dddt-9-1511.PMC4366042.pdf";"2015";"research-article";NA;"1177-8881";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"6";"5";"0";"0";"0";"1";"0";"0";"18";"0";"15";"0";TRUE
"PMC5789607";"29422978";"10.1186/s13148-018-0440-0";"oa_package/36/29/PMC5789607.tar.gz";NA;"2018";"research-article";"1868-7075";"1868-7083";"FoR_2";"1114";"1114 - Paediatrics and Reproductive Medicine";"2";"1";"0";"0";"0";"1";"0";"0";"4";"2";"6";"0";TRUE
"PMC5872628";"29731769";"10.1155/2018/3198342";"oa_package/1a/c4/PMC5872628.tar.gz";NA;"2018";"research-article";"1687-4188";"1687-4196";"FoR_1";NA;NA;"1";"0";"0";"0";"0";"1";"0";"0";"5";"0";"6";"0";TRUE
"PMC4101200";"24739001";"10.2174/1573403X10666140416094901";"oa_package/5f/89/PMC4101200.tar.gz";"oa_pdf/5f/89/CCR-10-355.PMC4101200.pdf";"2014";"research-article";"1573-403X";"1875-6557";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"5";"0";TRUE
"PMC5570675";"28852707";"10.1212/NXG.0000000000000180";"oa_package/2c/f8/PMC5570675.tar.gz";"oa_pdf/2c/f8/NG2017004770.PMC5570675.pdf";"2017";"research-article";NA;"2376-7839";"FoR_2";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC3410909";"22876283";"10.1371/journal.pone.0041225";"oa_package/93/f5/PMC3410909.tar.gz";NA;"2012";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"2";"0";"0";"4";"0";"6";"0";TRUE
"PMC3191331";"21967276";"10.1186/1471-2296-12-108";"oa_package/cb/28/PMC3191331.tar.gz";NA;"2011";"research-article";NA;"1471-2296";"FoR_1";"1110";"1110 - Nursing";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"7";"0";TRUE
"PMC4857623";"26517052";"10.2174/1570159X13666151030102718";"oa_package/cd/b0/PMC4857623.tar.gz";"oa_pdf/cd/b0/CN-14-260.PMC4857623.pdf";"2016";"research-article";"1570-159X";"1875-6190";"FoR_2";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"9";"0";TRUE
"PMC6860218";"23795857";"10.1111/mcn.12061";"oa_package/0e/be/PMC6860218.tar.gz";"oa_pdf/0e/be/MCN-10-280.PMC6860218.pdf";"2013";"research-article";"1740-8695";"1740-8709";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"13";"0";TRUE
"PMC4121207";"25089706";"10.1371/journal.pone.0103805";"oa_package/e2/f3/PMC4121207.tar.gz";NA;"2014";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC5737953";"29276548";"10.1016/j.curtheres.2017.10.004";"oa_package/5b/ae/PMC5737953.tar.gz";"oa_pdf/5b/ae/main.PMC5737953.pdf";"2017";"research-article";"0011-393X";"1879-0313";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";TRUE
"PMC5165160";"28050570";"10.1155/2016/9737483";"oa_package/19/7e/PMC5165160.tar.gz";NA;"2016";"research-article";"2314-6745";"2314-6753";"FoR_1";"1116";"1116 - Medical Physiology";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"12";"0";TRUE
"PMC4815023";"27065868";"10.3389/fphar.2016.00080";"oa_package/75/51/PMC4815023.tar.gz";NA;"2016";"research-article";NA;"1663-9812";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"7";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC7485890";"32915822";"10.1371/journal.pone.0238613";"oa_package/4f/50/PMC7485890.tar.gz";NA;"2020";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"21";"0";TRUE
"PMC5987372";"29910564";"10.4103/jgid.jgid_145_17";"oa_package/60/a2/PMC5987372.tar.gz";"oa_pdf/60/a2/JGID-10-47.PMC5987372.pdf";"2018";"research-article";"0974-777X";"0974-8245";"FoR_1";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"6";"0";TRUE
"PMC7643382";"32856760";"10.1002/hbm.25177";"oa_package/ff/3e/PMC7643382.tar.gz";"oa_pdf/ff/3e/HBM-41-5032.PMC7643382.pdf";"2020";"research-article";"1065-9471";"1097-0193";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"6";"0";"18";"0";TRUE
"PMC5015533";"27616967";"10.5334/ijic.2250";"oa_package/97/ba/PMC5015533.tar.gz";NA;"2016";"research-article";NA;"1568-4156";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"16";"0";TRUE
"PMC7368704";"32680545";"10.1186/s12998-020-00335-4";"oa_package/c7/41/PMC7368704.tar.gz";NA;"2020";"research-article";NA;"2045-709X";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"0";"0";"1";"0";"1";"0";"0";"2";"0";"9";"0";TRUE
"PMC7735864";"33344872";"10.1029/2020GH000332";"oa_package/41/ad/PMC7735864.tar.gz";"oa_pdf/41/ad/GH2-4-e2020GH000332.PMC7735864.pdf";"2020";"research-article";NA;"2471-1403";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"9";"0";TRUE
"PMC3854793";"23945188";"10.1186/1475-2891-12-120";"oa_package/9c/22/PMC3854793.tar.gz";NA;"2013";"research-article";NA;"1475-2891";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"6";"0";TRUE
"PMC7447574";"32863885";"10.1186/s13040-020-00222-x";"oa_package/e4/1e/PMC7447574.tar.gz";NA;"2020";"research-article";NA;"1756-0381";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"1";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC2912900";"20630053";"10.1186/1472-6963-10-206";"oa_package/e7/97/PMC2912900.tar.gz";NA;"2010";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"11";"0";TRUE
"PMC4427733";"25740629";"10.1538/expanim.14-0080";"oa_package/67/50/PMC4427733.tar.gz";"oa_pdf/67/50/expanim-64-181.PMC4427733.pdf";"2015";"research-article";"1341-1357";"1881-7122";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"6";"0";TRUE
"PMC7823522";"33383692";"10.3390/metabo11010013";"oa_package/ce/1c/PMC7823522.tar.gz";NA;"2020";"research-article";NA;"2218-1989";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"1";"0";"0";"0";"0";"1";"0";"0";"6";"1";"18";"0";TRUE
"PMC6275438";"30524719";"10.1093/ckj/sfy046";"oa_package/42/4c/PMC6275438.tar.gz";"oa_pdf/42/4c/sfy046.PMC6275438.pdf";"2018";"research-article";"2048-8505";"2048-8513";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC2910698";"20618962";"10.1186/1472-6963-10-201";"oa_package/b5/ef/PMC2910698.tar.gz";NA;"2010";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";TRUE
"PMC3584306";"23092275";"10.2174/157340313805076322";"oa_package/f9/4a/PMC3584306.tar.gz";NA;"2013";"research-article";"1573-403X";"1875-6557";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"1";"0";"7";"0";"15";"0";TRUE
"PMC2858696";"20421936";"10.1371/journal.pgen.1000916";"oa_package/6d/93/PMC2858696.tar.gz";NA;"2010";"research-article";"1553-7390";"1553-7404";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC5609575";"28970803";"10.3389/fphys.2017.00623";"oa_package/e1/b5/PMC5609575.tar.gz";NA;"2017";"research-article";NA;"1664-042X";"FoR_1";"0606";"0606 - Physiology";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"3";"0";TRUE
"PMC3305660";"22260221";"10.1186/1752-0509-6-6";"oa_package/24/fd/PMC3305660.tar.gz";NA;"2012";"research-article";NA;"1752-0509";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"9";"0";TRUE
"PMC6156353";"30055028";"10.1111/jcmm.13764";"oa_package/05/c1/PMC6156353.tar.gz";NA;"2018";"research-article";"1582-1838";"1582-4934";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC7000348";"32042256";"10.1016/j.jsps.2019.11.019";"oa_package/2f/14/PMC7000348.tar.gz";"oa_pdf/2f/14/main.PMC7000348.pdf";"2020";"research-article";"1319-0164";"2213-7475";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"1";"0";"0";"0";"1";"0";"0";"7";"0";"6";"0";TRUE
"PMC4405123";"25908902";"10.2147/CHC.S71852";"oa_package/17/09/PMC4405123.tar.gz";"oa_pdf/17/09/nihms677758.PMC4405123.pdf";"2015";"research-article";NA;"1179-1330";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"2";"0";"0";"0";"3";"0";"1";"1";"1";"16";"0";TRUE
"PMC4213349";"25261932";"10.1038/ng.3105";"oa_package/36/17/PMC4213349.tar.gz";NA;"2014";"research-article";"1061-4036";"1546-1718";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"17";"0";TRUE
"PMC5024044";"25623045";"10.1002/pds.3739";"oa_package/f2/86/PMC5024044.tar.gz";"oa_pdf/f2/86/PDS-24-486.PMC5024044.pdf";"2015";"research-article";"1053-8569";"1099-1557";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"1";"0";"0";"0";"0";"1";"0";"1";"0";"1";"5";"0";TRUE
"PMC6505287";"31068223";"10.1186/s13063-019-3344-1";"oa_package/b6/ed/PMC6505287.tar.gz";NA;"2019";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC5374036";"28218759";"10.1038/ng.3795";"oa_package/de/20/PMC5374036.tar.gz";NA;"2017";"research-article";"1061-4036";"1546-1718";"FoR_1";"0600";"0600 - Biological Sciences";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"17";"0";TRUE
"PMC5718578";"21330986";"10.1120/jacmp.v12i1.3365";"oa_package/4c/df/PMC5718578.tar.gz";NA;"2010";"research-article";NA;"1526-9914";"FoR_1";"1116";"1116 - Medical Physiology";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"9";"0";TRUE
"PMC4231600";"25553072";"10.1111/eva.12229";"oa_package/b2/b3/PMC4231600.tar.gz";NA;"2014";"research-article";NA;"1752-4571";"FoR_2";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"13";"0";TRUE
"PMC3842320";"24312400";"10.1371/journal.pone.0082035";"oa_package/76/c3/PMC3842320.tar.gz";NA;"2013";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"1";"0";"0";"0";"1";"0";"0";"4";"0";"7";"0";TRUE
"PMC5918431";"29697361";"10.1186/s12920-018-0349-7";"oa_package/17/e6/PMC5918431.tar.gz";NA;"2018";"research-article";NA;"1755-8794";"FoR_2";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"9";"0";TRUE
"PMC3687623";"23926382";"10.1297/cpe.19.69";"oa_package/42/2a/PMC3687623.tar.gz";"oa_pdf/42/2a/cpe-19-069.PMC3687623.pdf";"2010";"research-article";"0918-5739";"1347-7358";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"9";"0";TRUE
"PMC5731734";"29244851";"10.1371/journal.pone.0188754";"oa_package/3f/ec/PMC5731734.tar.gz";NA;"2017";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"1";"1";"1";"0";"4";"0";"13";"0";TRUE
"PMC3995342";"24600054";"10.1093/molbev/msu088";"oa_package/04/2d/PMC3995342.tar.gz";"oa_pdf/04/2d/msu088.PMC3995342.pdf";"2014";"research-article";"0737-4038";"1537-1719";"FoR_2";"0603";"0603 - Evolutionary Biology";"0";"1";"0";"0";"0";"1";"0";"0";"5";"0";"5";"0";TRUE
"PMC3044271";"21342546";"10.1186/1471-2105-12-S1-S17";"oa_package/e1/12/PMC3044271.tar.gz";NA;"2011";"research-article";NA;"1471-2105";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"4";"0";TRUE
"PMC2856001";"20354525";"10.1038/sj.bjc.6605620";"oa_package/e6/96/PMC2856001.tar.gz";NA;"2010";"research-article";"0007-0920";"1532-1827";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"0";TRUE
"PMC3109122";"21552260";"10.1038/nsmb.2049";"oa_package/1d/01/PMC3109122.tar.gz";NA;"2011";"research-article";"1545-9993";"1545-9985";"FoR_1";"0600";"0600 - Biological Sciences";"1";"1";"0";"0";"1";"3";"0";"0";"0";"0";"14";"0";TRUE
"PMC3448517";"22709938";"10.1186/1758-3284-4-34";"oa_package/51/ac/PMC3448517.tar.gz";NA;"2012";"research-article";NA;"1758-3284";"FoR_1";"1105";"1105 - Dentistry";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC4057570";"24886627";"10.1186/1745-6215-15-182";"oa_package/17/17/PMC4057570.tar.gz";NA;"2014";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"1";"0";"0";"0";"0";"1";"0";"0";"3";"0";"7";"0";TRUE
"PMC6521116";"30987328";"10.3390/nu11040781";"oa_package/4f/92/PMC6521116.tar.gz";NA;"2019";"research-article";NA;"2072-6643";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC3131511";"21562756";"10.1007/s00125-011-2173-x";"oa_package/ee/05/PMC3131511.tar.gz";"oa_pdf/ee/05/125_2011_Article_2173.PMC3131511.pdf";"2011";"research-article";"0012-186X";"1432-0428";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC6835401";"31591323";"10.3390/pharmaceutics11100516";"oa_package/8a/f2/PMC6835401.tar.gz";NA;"2019";"research-article";NA;"1999-4923";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"9";"0";TRUE
"PMC7083474";"32026573";"10.1111/mcn.12919";"oa_package/df/15/PMC7083474.tar.gz";"oa_pdf/df/15/MCN-16-e12919.PMC7083474.pdf";"2020";"research-article";"1740-8695";"1740-8709";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"7";"0";TRUE
"PMC3366882";"22559291";"10.1186/1471-2164-13-170";"oa_package/24/00/PMC3366882.tar.gz";NA;"2012";"research-article";NA;"1471-2164";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"8";"0";TRUE
"PMC4286346";"25391959";"10.1038/nature13964";"oa_package/6f/86/PMC4286346.tar.gz";NA;"2014";"research-article";"0028-0836";"1476-4687";"FoR_1";"MD";"MD - Multidisciplinary";"0";"2";"0";"0";"2";"3";"0";"1";"0";"0";"23";"1";TRUE
"PMC6480504";"31014324";"10.1186/s12913-019-4077-2";"oa_package/2a/0b/PMC6480504.tar.gz";NA;"2019";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"0";TRUE
"PMC4052057";"24955357";"10.1155/2014/451906";"oa_package/0f/a5/PMC4052057.tar.gz";NA;"2014";"research-article";"2314-6133";"2314-6141";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC2993645";"21054860";"10.1186/1757-7241-18-58";"oa_package/a9/69/PMC2993645.tar.gz";NA;"2010";"research-article";NA;"1757-7241";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"6";"0";TRUE
