"filename","bar","pie","hist","bardot","box","dot","violin","approp","flowno","flowyes","sciscore","ethics_label","ethics_title1","ethics_value1","ethics_title2","ethics_value2","ethics_title3","ethics_value3","label2","value2","label3","value3","label4","value4","label5","value5","label6","value6","label7","value7","label8","value8","limitations","jet_pages","trial_n_detected","is_modeling_paper","is_open_data","is_open_code","coi_statement","funding_statement","registration_statement"
"10.1101+2022.04.26.22274256.pdf","0","0","0","0","0","0","0","0","0","0","2","Ethics","Consent","Respondents accessed the study website (https://www.testate.org/), signed up and accepted through an online informed consent form.","IRB","The study was approved by the Ethical Committee of the Germans Trias i Pujol Hospital (PI-20-368).",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","These pictures were assessed blind by the field coordinator and a microbiologist to check if the reading had been done correctly.","Power Analysis","not detected.",0,0,False,False,False,False,True,True,False
"10.1101+2022.05.28.22275432.pdf","0","0","0","0","4","1","0","0","0","0","4","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","The rise of active cases of November with respect to October is analogous to a change of 59 cases (3,234 cases on 1 November - 3,293 on 26 November).","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,True,False,False,True,True,False
"10.1101+2022.06.05.493249.pdf","3","0","0","0","0","0","0","0","0","0","3","Ethics","Field Sample Permit","Funds This work was supported by National Natural Science Foundation of China (11902023), National Key R&D Program of China (2021YFC2103903) and Open Project Fund (pilab1902) of the State Key Laboratory of Precision Measuring Technology and Instruments (Tianjin University).",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,False,True,False
"10.1101+2022.04.05.22273169.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",13,0,False,False,False,True,True,True,False
"10.1101+2022.05.05.490815.pdf","0","0","0","0","0","1","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,False,False,False
"10.1101+2022.04.08.22273608.pdf","0","0","0","0","0","0","0","0","0","1","6","Ethics","Consent","Ethical considerations and consent to participate All procedures performed with the patients involved in this study were in accordance with the international ethical standards for research involving human.","IRB","The research protocol was approved by the Ethics Committee for Research with Human Beings of Universidade Evangelica (UNIEVANGELICA) on September 24, 2020, under protocol number 4,235,203.",NULL,NULL,"Inclusion and Exclusion Criteria","Inclusion criteria The following are the inclusion criteria: Age 16-75 years Patients who have been affected by COVID-19 and with impaired lung function clinical trial was registered at ClinicalTrials.gov (ID: de Goias COVID-19 Clinically stabilized patients Patients who agreed to participate in the pulmonary rehabilitation program for at least 12 weeks and signed a free and informed consent form Exclusion criteria The following are the exclusion criteria: Hospitalized patients Patients affected with chronic neurological diseases that make it impossible to understand and perform physical activities Patients suffering from hypertension and cardiovascular conditions without medical treatment Patients affected with acute phase of rheumatologic disorders Patients who have recent musculoskeletal disorders and who are not fully recovered from their injuries Patients affected with chronic mental and/or psychological disturbances Presence of terminal neoplastic disease Red flags for serious conditions (night pain, severe muscle spasm, loss of involuntary weight, and symptom mismatch) Patients classified as severe cases according to the following criteria will also be excluded.","Attrition","not detected.","Sex as a biological variable","To be involved in this clinical study, according to the inclusion criteria, women and men aged between 16 and 75 years affected by COVID-19.","Subject Demographics","Inclusion criteria The following are the inclusion criteria: Age 16-75 years Patients who have been affected by COVID-19 and with impaired lung function clinical trial was registered at ClinicalTrials.gov (ID: de Goias COVID-19 Clinically stabilized patients Patients who agreed to participate in the pulmonary rehabilitation program for at least 12 weeks and signed a free and informed consent form Exclusion criteria The following are the exclusion criteria: Hospitalized patients Patients affected with chronic neurological diseases that make it impossible to understand and perform physical activities Patients suffering from hypertension and cardiovascular conditions without medical treatment Patients affected with acute phase of rheumatologic disorders Patients who have recent musculoskeletal disorders and who are not fully recovered from their injuries Patients affected with chronic mental and/or psychological disturbances Presence of terminal neoplastic disease Red flags for serious conditions (night pain, severe muscle spasm, loss of involuntary weight, and symptom mismatch) Patients classified as severe cases according to the following criteria will also be excluded.","Randomization","not detected.","Blinding","Methods This study will be a cohort, parallel, two-arm multicentric study, to be carried out in three clinical centers, with blind evaluation, with 06 weeks of training and follow-up.","Power Analysis","Sample size and power calculation The sample size was calculated according to Shahin et al. (2008).",157,0,True,True,False,False,True,True,False
"10.1101+2022.06.01.22275778.pdf","0","0","0","0","0","0","0","1","0","0","3","Ethics","Consent","Written parental consent was obtained from all student participants.","IRB","The study was approved by the Joint Chinese University of Hong Kong - New Territories East Cluster Clinical Research Ethics Committee (Ref. no: 2018.497).",NULL,NULL,"Inclusion and Exclusion Criteria","Participants: The inclusion criteria were students aged 6-17 years from any mainstream primary school and secondary school in Hong Kong, where school enrollment in this age group is universal (14).","Attrition","not detected.","Sex as a biological variable","Biological sex is one of the factors that potentially moderate the effect of pandemic associated changes on young people, since it is known that insomnia is more common among females than males since puberty (9).","Subject Demographics","Participants: The inclusion criteria were students aged 6-17 years from any mainstream primary school and secondary school in Hong Kong, where school enrollment in this age group is universal (14).","Randomization","Method As part of a territory-wide epidemiological study in Hong Kong, this cross-sectional study recruited primary and secondary school students by stratified random sampling.","Blinding","not detected.","Power Analysis","not detected.",6,0,False,False,False,False,True,True,False
"10.1101+2022.04.25.22274187.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",6,0,False,False,True,True,True,True,False
"10.1101+2022.05.06.22274782.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics","Field Sample Permit","Methods Study Design This retrospective cohort study was performed at ICES, previously the Institute for Clinical Evaluative Sciences, which is an independent, non-profit research institute funded by the Ontario Ministry of Health and Long-Term Care and has legal status under Ontario's Personal Health Information Protection Act (section 45) allowing collection and analysis of health care and demographic data, without consent, for health system evaluation and improvement.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Individuals residing in long-term care facilities on their index date were excluded, as were those without a valid date of birth, sex, or death information.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","Adults (>=18 years of age) who were alive eight weeks (56 days) after their index date were included.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",11,0,False,False,False,False,False,True,False
"10.1101+2022.04.07.487460.pdf","0","0","0","0","8","5","0","0","3","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",65,0,True,True,False,True,True,True,False
"10.1101+2022.06.29.498191.pdf","4","0","0","0","0","2","0","1","0","0","4","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","Acute lung injury animal model 6~8 weeks BALB/C female mice were purchased from Beijing Vital River Laboratory Animal Technology Co.","Subject Demographics","Acute lung injury animal model 6~8 weeks BALB/C female mice were purchased from Beijing Vital River Laboratory Animal Technology Co.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,False,False
"10.1101+2022.05.04.22274675.pdf","0","0","0","0","0","0","0","0","0","0","1","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","not required.","Randomization","In the case of an ENM on a given time slice, P (C(t) | X(t), the model will be created on a training set that corresponds to a randomly chosen fraction, ftrain , of spatial cells with data associated with a time period t.","Blinding","not detected.","Power Analysis","not detected.",188,0,False,True,False,False,True,False,False
"10.1101+2022.05.12.491584.pdf","0","0","0","0","0","3","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,1,False,False,False,False,True,True,False
"10.1101+2022.04.18.488633.pdf","0","0","0","0","1","1","0","1","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,True,True,True,True,False
"10.1101+2022.05.21.22275413.pdf","1","0","0","0","0","0","0","1","0","0","2","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","56 Mendelian randomization (MR) analysis We conducted a bidirectional MR analysis to assess the causal association between each COVID-19 related trait and VTE.","Blinding","not detected.","Power Analysis","not detected.",45,0,False,False,False,False,True,True,False
"10.1101+2022.06.01.494461.pdf","0","0","0","2","0","5","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,False,True,False
"10.1101+2022.04.25.22274285.pdf","0","0","0","0","0","0","0","0","0","0","6","Ethics","Field Sample Permit","Methods of Sample collection and data collection instruments We collected the nasopharyngeal respiratory specimens twice from each study participant upon consent using viral transport medium: one for rapid antigen and the other for RT-PCR.","Consent","Written informed consent on the use of data with full anonymity was obtained from the voluntary participants.",NULL,NULL,"Inclusion and Exclusion Criteria","We excluded the critically ill cases, confirmed COVID-19 positive patients and with age <= years old.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","We excluded the critically ill cases, confirmed COVID-19 positive patients and with age <= years old.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",17,0,False,False,False,False,True,True,False
"10.1101+2022.04.25.22274283.pdf","0","0","0","0","0","0","0","0","0","1","7","Ethics","IRB","All procedures were approved by the Research Subjects Review Board at the University of Rochester.","Consent","The baseline interview includes a structured protocol for assessing capacity for informed consent, followed by assessment of additional exclusion criteria and baseline characteristics (see Figure 1, SPIRIT schedule of enrollment, interventions, and assessments).",NULL,NULL,"Inclusion and Exclusion Criteria","Inclusion and exclusion criteria appear in Table 1, including any changes that were made in response to remote procedures for COVID precautions.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","The study will recruit and enroll up to 375 community dwelling older adults (age 60 or older) to reach the target number of randomized subjects of n=150 in each group.","Randomization","This is a randomized trial registered at clinicaltrials.gov (NCT03343483).","Blinding","Neither assessors nor subjects are blind to condition.","Power Analysis","Sample size calculation.",69,0,True,True,False,False,True,True,False
"10.1101+2022.05.06.22274771.pdf","0","0","0","0","2","0","0","0","0","2","3","Ethics","IRB","Ethical review for this study was obtained by the Institutional Review Board (IRB) of Clemson University (IRB # 2021-043-02).",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Exclusion criteria is provided in Figure 1, and consists of student athletes, recipient of a vaccine dose other than BNT162b2 or mRNA-1273, individuals receiving the second dose of BNT162b2 less than 21 days after their first dose or second dose of mRNA-1273 less than 28 days after first dose, recipient of a booster dose less than 5 months after the second dose of the mRNA-1273 or BNT162b2, and individuals with invalid vaccination cards.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","The study sample was restricted to youngadult students between 18 and 24 years and university employees between 18 and 64 years.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",13,0,True,False,False,False,True,True,False
"10.1101+2022.06.20.22276645.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics","IRB","CHOP's Institutional Review Board designated this study as not human subjects' research and waived informed consent.","Consent","CHOP's Institutional Review Board designated this study as not human subjects' research and waived informed consent.",NULL,NULL,"Inclusion and Exclusion Criteria","Thus, to assure that serology tests results were related to a past SARS-CoV-2 infection rather than vaccination, we applied the timing of age-specific vaccine approvals by the US FDA and excluded children with positive IgG anti-S/RBD, IgA or undifferentiated IgG tests after the vaccination eligible periods.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","Cohort Formation To define the serology-positive cohort, we first examined the frequency and type of serology testing performed at PEDSnet institutions for children and adolescents <21 years of age at the time of the health encounter, from March 1, 2020, to April 20, 2022.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",14,0,False,False,False,False,True,True,False
"10.1101+2022.05.05.22274628.pdf","0","0","0","0","0","0","0","0","1","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,True,False,False,False,True,True,False
"10.1101+2022.06.29.22277065.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics",NULL,"not detected.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","The exclusion of immigrant populations from the safety net(48), anemic workplace protections(49), and crowded housing(50) contributed to the large impact of COVID-19 among U.S.","Attrition","Ninety-one percent of the increase in under-65 mortality in the U.S. from 2019 to 2021 would have been averted if the U.S. had the age-specific mortality rates of its peers.","Sex as a biological variable","not detected.","Subject Demographics","In this period, the gap between the U.S. and other wealthy countries widened, particularly among non-elderly adults (15-64 years).","Randomization","not detected.","Blinding","not detected.","Power Analysis","Beginning with the genocide of native populations and the enslavement of people of African descent,(35, 36) and continuing through a long history of discrimination, segregation, and exclusion, U.S. policies have directly harmed the health of Black and Native Americans (21), and these harms have reverberated through the intergenerational transfer of resources, power, and health.",535,0,False,True,False,False,True,False,False
"10.1101+2022.04.14.22273860.pdf","0","0","0","0","0","0","0","0","0","0","4","Ethics","IRB","Materials and methods Ethics statement This study was approved by the Research Ethics Review Committee (Ethics Approval Number: YJ-2020-S080-02) of the Shanghai Public Health Clinical Center Affiliated to Fudan University.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Patients with identified comorbidities were excluded from this study.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",22,0,False,False,False,False,True,True,False
"10.1101+2022.06.03.22275903.pdf","0","0","0","0","0","0","2","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,True,True,False,False,False
"10.1101+2022.06.02.22275934.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,True,True,True,False,False
"10.1101+2022.05.27.22275689.pdf","0","0","0","0","0","0","0","0","0","1","2","Ethics","Consent","All participants provided informed consent, and Institutional Review Board (IRB) approval was provided by the Wake Forest School of Medicine.","IRB","All participants provided informed consent, and Institutional Review Board (IRB) approval was provided by the Wake Forest School of Medicine.",NULL,NULL,"Inclusion and Exclusion Criteria","Participants who reported receiving a non-mRNA vaccine or had an undetermined vaccine status were excluded.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",8,0,True,False,False,False,True,True,False
"10.1101+2022.05.15.22275051.pdf","0","0","0","0","0","0","0","1","0","2","4","Ethics","IRB","The study was reviewed by the UCSF Institutional Review Board and given a designation of public health surveillance according to federal regulations as summarized in 45 CFR 46.102(d)(1)(2).","Consent","Written informed consent was obtained from all participants.","Field Sample Permit","Sample collection All anterior nasal specimens were self-collected by participants.","Inclusion and Exclusion Criteria","Participants under 18 years of age and adults who were immunocompromised, hospitalized or who had received monoclonal antibody therapy, were excluded from this analysis.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","Participants under 18 years of age and adults who were immunocompromised, hospitalized or who had received monoclonal antibody therapy, were excluded from this analysis.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",88,0,False,False,False,False,True,True,False
"10.1101+2022.06.08.22276125.pdf","0","0","0","0","0","0","0","0","0","1","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",10,0,True,False,False,False,True,True,False
"10.1101+2022.04.19.488067.pdf","0","0","0","0","0","0","0","0","1","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,False,False,False
"10.1101+2022.06.06.22276032.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",13,0,False,True,False,False,True,False,False
"10.1101+2022.04.06.22273514.pdf","0","0","0","0","0","0","0","0","0","1","5","Ethics","Consent","Participants from Survey 1, willing and able to provide informed consent, will be invited (using a separate survey link) to express interest in participating in an interview to discuss their experiences of healthcare relating to Long COVID and/or LTCs.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","33] (Figure 1) [ Figure 1] STIMULATE-ICP is funded by the National Institute for Health Research (NIHR: COV-LT2- 0043)[34] and combines clinical epidemiological studies, a complex randomised trial exploring the benefit of an ICP for Long COVID (IRAS: 1004698), and mixed methods studies exploring inequalities of care and transferability of the ICP to other LTCs (IRAS: 303958).","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,False,False
"10.1101+2022.04.04.22273429.pdf","0","0","1","0","1","0","0","2","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,True,False,False,True,False,False
"10.1101+2022.04.16.22273937.pdf","0","0","0","0","0","0","0","0","0","1","5","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Eligibility criteria 1.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",2,0,False,False,False,False,True,True,False
"10.1101+2022.06.12.22276088.pdf","0","0","0","0","0","0","0","0","0","1","3","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","Patients received either opaganib (n=230; 500mg twice daily) or matching placebo (n=233) for 14 days.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","Methods A randomized, placebo-controlled, double-blind phase 2/3 trial was conducted in 60 sites worldwide from August 2020 to July 2021.","Blinding","not detected.","Power Analysis","not detected.",0,0,True,False,False,False,True,True,False
"10.1101+2022.05.17.22275188.pdf","0","0","0","0","0","0","0","0","0","0","2","Ethics","IRB","Approval for this study was obtained from the Clinical Research Ethics Committee (02.06.2021, Decision no: 2021-10/14).","Field Sample Permit","This study was approved by the Turkish Ministry of Health Scientific studies council (2021-03-21T18_47_42).",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,True,False
"10.1101+2022.05.09.22274870.pdf","0","0","0","0","0","0","0","0","0","0","6","Ethics","IRB","The CMS claims database is deidentified; therefore, upon review, this study was not considered human subjects research by the Centers for Disease Control and Prevention and did not require Institutional Review Board approval.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Persons enrolled for only a portion of each calendar year were excluded from that year's denominator.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","13 Our study population consisted of beneficiaries aged >=65 years with Medicare Parts A and B coverage, but not Part C (Medicare Advantage)","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",8,0,False,True,False,False,False,False,False
"10.1101+2022.05.20.22275380.pdf","3","0","0","0","0","0","0","0","0","0","6","Ethics","IRB","Local ethical approval was given by the Hull York Medical School Ethics Committee (Reference 20 62).","Consent","Only participants who gave their active digital informed consent were allowed to complete the survey and memory quiz.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","First, we assessed the contributions of COVID status (x2 groups: non-COVID, COVID), symptoms (2 groups: symptoms, no symptoms), ongoing symptoms (2 groups: ongoing symptoms, no ongoing symptoms), age (8 groups: 18-24, 25-34, 35-44, 45-54, 55-64, 65-74, 75-84 and 85+) and gender (2 groups: female, male).","Subject Demographics","Anyone who was 18 years old and over was invited to complete the survey and memory quiz regardless of whether they had COVID-19.","Randomization","The animal category was presented first to encourage participants to engage with the memory task, followed by either the number or fruit categories (randomised).","Blinding","not detected.","Power Analysis","not detected.",26,0,False,False,False,False,False,False,False
"10.1101+2022.04.27.22274400.pdf","0","0","0","0","0","0","0","0","0","0","2","Ethics","IRB","2.5 Ethics This study received ethics approval from North York General Hospital Research Ethics Board (REB ID: NYGH 20-0014).",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","We exclude patients if they are missing age, sex, or postal code.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",12,0,False,False,False,False,False,False,False
"10.1101+2022.06.13.22276314.pdf","0","0","0","0","0","0","0","2","0","0","2","Ethics","IRB","METHODS This study includes publicly available, de-identified, anonymous data and does not require approval by the institutional review board.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","The Ad26.COV2.S vaccine was excluded from this analysis due to few reports.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",15,0,False,False,False,False,True,True,False
"10.1101+2022.06.09.22276192.pdf","0","0","0","0","0","0","0","0","0","1","5","Ethics","IRB","The antibody index is a numerical representation of 114 the measured fluorescence signal given off by the test reaction that took place within the F2400 115 Analyzer. 116 117 Ethical Consideration: All research activities and protocols were approved by the Committee for 118 Human Research and Ethics at the University of Energy and Natural Resources with reference 119 number CHRE/AP/09/021.","Consent","The purpose of the study and all procedures were explained to 120 participants before consent was taken.",NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","Individuals with PCR-confirmed prior infection, pregnant women, individuals 78 younger than 18 years, or seriously ill persons were not included in the study.","Subject Demographics","Individuals with PCR-confirmed prior infection, pregnant women, individuals 78 younger than 18 years, or seriously ill persons were not included in the study.","Randomization","88 One sector was randomly selected and its centre was identified.","Blinding","not detected.","Power Analysis","If the true probability of seroconversion among vaccinated individuals is 0.6 71 (16), we will need to study 34 case patients and 34 control patients to be able to reject the null 72 hypothesis that the seropositivity rates for vaccinated and unvaccinated controls are equal with 73 probability (power) 0.9.",0,0,False,False,False,False,True,True,False
"10.1101+2022.04.13.488249.pdf","0","0","0","0","0","0","0","3","0","0","6","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","Briefly, the male reconstruction consists of 81,094 reactions and 56,452 metabolites distributed across 28 organs.","Subject Demographics","not required.","Randomization","To test whether the prediction accuracy was statistically significant, we chose 1,000,000 random sets of 103 metabolites and their predictions from the 1,033 blood metabolites and compared them with the measured changes.","Blinding","not detected.","Power Analysis","not detected.",6,0,False,True,False,True,False,True,False
"10.1101+2022.04.18.22273967.pdf","0","0","0","0","0","0","0","0","0","0","0","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not required.","Subject Demographics","not required.","Randomization","not required.","Blinding","not required.","Power Analysis","not required.",0,0,False,False,False,False,True,True,False
"10.1101+2022.05.25.22275592.pdf","0","0","0","0","0","0","0","0","0","0","1","Ethics",NULL,"not required.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","Methods Using the linked administrative health databases from Manitoba, Canada, we conducted a quasiexperimental study among all pregnant women, comparing 3.5 years pre-pandemic (1 October 2016 to 29 February 2020) to the first year of the pandemic (1 March 2020 to 31 March 2021).","Subject Demographics","not required.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",5,0,False,True,False,False,True,True,False
"10.1101+2022.05.20.492832.pdf","0","0","0","0","0","0","0","0","0","0","3","Ethics",NULL,"not detected.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not required.","Attrition","not required.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,False,True,False
"10.1101+2022.05.17.22275154.pdf","0","0","0","0","0","6","0","1","0","0","4","Ethics","IRB","Materials and Methods Participant recruitment and study design Women at two tertiary care hospitals were approached for enrollment in an Institutional Review Board (IRB)-approved (protocol #2020P003538) COVID-19 pregnancy biorepository study.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","Eligible participants were identified by practitioners at the participating hospitals or were self-referred.","Attrition","not detected.","Sex as a biological variable","Eligible women were pregnant, lactating, or nonpregnant and of reproductive age (18 to 45) and receiving a COVID-19 mRNA vaccine booster dose (August - December 2021).","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",0,0,False,False,False,False,True,True,False
"10.1101+2022.04.12.488051.pdf","0","0","0","1","0","7","0","1","0","0","4","Ethics","IRB","All research protocols were approved by the institutional review board (IRB) at University of California San Francisco (UCSF), Rush University, and The Wistar Institute.",NULL,NULL,NULL,NULL,"Inclusion and Exclusion Criteria","not detected.","Attrition","not detected.","Sex as a biological variable","not detected.","Subject Demographics","not detected.","Randomization","not detected.","Blinding","not detected.","Power Analysis","not detected.",58,0,False,False,False,False,True,True,False
